ISSUE_ID,COMMENT,
MTOMCAT-138,artifactId has changed for tomcat7 see documentation added here http://svn.apache.org/viewvc?view=revision&revision=1324716 ,
MTOMCAT-138,Code,
MTOMCAT-138,SNAPSHOT doc deployed here http://tomcat.apache.org/maven-plugin-2.0-SNAPSHOT/tomcat7-maven-plugin/adjust-embedded-tomcat-version.html ,
MTOMCAT-139,Code,
MTOMCAT-139,Code,
MTOMCAT-141,fixed r1325731. ,
MTOMCAT-141,Code,
MTOMCAT-142,Great to see this is scheduled for 2.0.  Note also that the contextFile does not have a $ {maven.tomcat.*}  expression that can be used to specify it on the command line. that would be useful if you are going to hack around in there a bit. ,
MTOMCAT-142,you mean applying filtering for the file with Maven sys props ? ,
MTOMCAT-142,"I guess that's what I mean, but I wouldn't have used those words.  For instance the path config can be provided on the command line with -Dtomcat.maven.path=/foo, but there is no corresponing setting for the contextFile (as can be seen here http://tomcat.apache.org/maven-plugin-2.0-SNAPSHOT/tomcat7-maven-plugin/run-mojo.html or in the plugin.xml). ",
MTOMCAT-142,oh ok I see. I was talking about something different. So  you could use -Dfoo.mypath= ,
MTOMCAT-142,If I could do that it would be useful too.  But not as easy for you as just exposing an expression. ,
MTOMCAT-142,Not a problem I already did that here http://maven.apache.org/shared/maven-filtering/ in a shared maven library  ,
MTOMCAT-142,all done. Have fun  ,
MTOMCAT-142,Code,
MTOMCAT-142,"Olivier, you marked this as fixed, but it doesn't seem to work for me.  I grabbed a snapshot (20120413.171048-58) - maybe your change is not deployed yet?  Specifiying -Dmaven.tomcat.contextFile on the command line I can see that the value is picked up when I look at the console output, but it still completely ignores my context.xml.  Can you send me a context.xml that works to change the context root?  ",
MTOMCAT-142,weird. Are you using an absolute or relative path in -Dmaven.tomcat.contextFile ? I have something very simple based on http://svn.apache.org/repos/asf/archiva/trunk/archiva-modules/archiva-web/archiva-webapp/src/test/tomcat/tomcat-context-archiva.xml  ,
MTOMCAT-142,"That app has the same artifact I'd as the path in your context.xml, I think. What happens if you change the path in the context.xml? JIRA SUCKS ON AN IPHONE. ",
MTOMCAT-142,"If I use <Context path=""/foo""> the webapp is available on /foo  ",
MTOMCAT-142,"OK, yes that works.  But <Context path=""""/> does not work (and I think that's correct), and <Context path=""/""/> breaks in the same way as MTOMCAT-141. ",
MTOMCAT-142,oops my bad. Should be better now with r1326764. (SNAPSHOT deployed) ,
MTOMCAT-142,Code,
MTOMCAT-142,"Yes, that works now.  But only with path=""/"".  Is that right?  Or should it be path=""""? ",
MTOMCAT-142,"sure only ""/"" works. if path="""" that's considered as no path defined. ",
MTOMCAT-143,contextFile not used with current trunk ? Sure ?? Any sample project to show this issue ? ,
MTOMCAT-143,"Here is my configuration in pom.xml. Since the middle of the last week, this doesn't work anymore. The definition of my users in the specified tomcat-users.xml is not used. ",
MTOMCAT-143,Should be fixed now. Please test with last deployed SNAPSHOT ,
MTOMCAT-143,Code,
MTOMCAT-144,I need more informations. contextPath of the webapp and getServletContext().getResourcePaths(path) (value of path ??) ,
MTOMCAT-144,please provide a sample project to reproduce. ,
MTOMCAT-144,Code,
MTOMCAT-144,fixed and SNAPSHOT deployed. ,
MTOMCAT-158,"This patch will serve files out of WAR overlays if they are not found in docBase. It only applies to the tomcat6 component. If I receive positive feedback, I will work it into the tomcat7 component as well ",
MTOMCAT-158,"So applying and quickly testing the patch, it cause issue (no backward compatible change) on a project I work (sorry I didn't get time to investigate more). The project is located @ http://svn.apache.org/repos/asf/archiva/trunk/. To reproduce just use.",
MTOMCAT-158,"The patch also apparently doesn't work when loading the overlays from the reactor. Olivier, given this issue, how are you developping Archiva with so many WAR overlays? Are you installing the overlays and restarting tomcat each time? I see you have some configuration of the maven-dependency-plugin but it's with skip=true. ",
MTOMCAT-158,"I'd like to use this with tomcat7, please. ",
MTOMCAT-166,dup of MTOMCAT-116 ,
MTOMCAT-168,that must be fixed with 2.0-SNAPSHOT. Can you try it ? see http://tomcat.apache.org/maven-plugin-2.0-SNAPSHOT/snapshot-test.html ,
MTOMCAT-168,please provide more infos. ,
MTOMCAT-169,"Patch to allow wars defined via ""webapps"" config to be deployed. Change from addContext to addWebapp. Please advise if this is correct and what the implications of changing are.  ",
MTOMCAT-169,"Hi, Your patch file doesn't provide any informations on which class has been modified. Thanks ",
MTOMCAT-169,"Sorry about that. MTOMCAT-170 has the same problem, too. I'll generate a new patch shortly and then attach it to both tickets. ",
MTOMCAT-169,"patch generated from local development repository. Note that it will conflict with M170, but I wanted to have the patches stand by themselves.",
MTOMCAT-169,patch applied with modification. you must configure <asWebapp> for the additional webapp. ,
MTOMCAT-169,Code,
MTOMCAT-170,"Simply calls ""createWebappLoader"" in order to inherit the configuration of the main web application configuration. It would be ideal to be able to configure this on a case by case basis (per webapp) but this could be a reasonable start.  ",
MTOMCAT-170,patch file doesn't say which class has been patched. Thanks,
MTOMCAT-170,Patch file for issue - generated from local development repo.  ,
MTOMCAT-170,patch applied. Thanks ! ,
MTOMCAT-170,Code,
MTOMCAT-173,That's not a problem as classpath elements (the output directory of your dependency from reactors is added to the class path). Which maven version are you using ? (I have to say that work only with maven 3).,
MTOMCAT-173,I'm using: Apache Maven 3.0.4 (r1232337; 2012-01-17 09:44:56+0100) ,
MTOMCAT-173,So should work fine. Do you have any sample project to reproduce your isssue ? ,
MTOMCAT-173,"I just found what the problem is: I created a new project using your archetype. Example directory structure: I usually build and start all modules from the projects root directory, in this case: mvn -am -pl dep-issue-webapp clean install && mvn -pl dep-issue-webapp tomcat7:run. if I start the tomcat plugin this way, all direct dependencies of the dep-issue-webapp module will not be added to the classpath by Maven, the startup of the webapp will fail. If I instead do this, mvn. Maven will add all direct dependencies to the classpath and the webapp will start correctly. ",
MTOMCAT-173,use: mvn -pl :dep-issue-webapp -am tomcat7:run  ,
MTOMCAT-173,"mvn -pl :dep-issue-webapp -am tomcat7:run that actually works, but it means that I would ALWAYS have to build the webapp and ALL dependencies before I can start it. That may not be a problem in a small test project like the one the archetype creates, but this is a big problem in a project where I have lot of dependencies with (tens of) thousands of lines of code that have to be compiled over and over again if I just want to restart my webapp. ",
MTOMCAT-173,I miss you here ! Don't clean your projects and you won't rebuild/recompile everything. use only mvn -pl :dep-issue-webapp tomcat7:run (without -am) if you don't want to rebuild/recompile everything. ,
MTOMCAT-173,"> Don't clean your projects. oops, of course you're right about that. use only mvn -pl :dep-issue-webapp tomcat7:run (without -am) if you don't want to rebuild/recompile everything. if I don't use ""-am"", Tomcat will not have all necessary libraries in the classpath. if I use ""-am"" , Tomcat will have all necessary libraries in the classpath, but this won't work if any of my dependencies are also WAR artefacts which also have a Tomcat configuration since Maven will run the Tomcat plugin for the first module with plugin configuration in the dependency chain. Also, dependencies will only be added to the classpath if they are compile time dependencies, whereas a WAR artefact only needs runtime dependencies if it doesn't contain code that needs compiling. For me the only working workaround at the moment is to run ""mvn tomcat7:run"" directly in the directory of the webapp module. ",
MTOMCAT-173,"Hello, I have the same issue with tomcat7-maven-plugin:2.0. But it's during an integration test with junit. I have the structure below: The module project-domain isn't added to the classpath and the startup of the tomcat fails. In the maven debug log I see too 'skip adding artifact project-domain as it's in reactors'. In DefaultClassLoaderEntriesCalculator#calculateClassPathEntries at line 116, the method isInProjectReferences rejects the project-domain as it's in projectReferences of project-webapp. So is it possible to add a cheap workaround like a configuration parameter 'forceIncludeProjectReferences' in order to add those project references to module classpath? Thanks. ",
MTOMCAT-173,fixed http://svn.apache.org/r1408507 ,
RAT-3,"The text is a free unpaginated sample from the start of the file. However, stylesheet used to generate plain text report contained errant whitespace. This has now been removed.",
RAT-3,"The report now looks like this, This was using version 0.7",
RAT-3,"Fixed in r1203953 , feel free to test/check.",
RAT-3,Neither the first line nor the header are indented with svn revision 1204460,
RAT-7,I agree. See the perl scripts in https://svn.apache.org/repos/private/committers/relicense/src/perl/ insert_license.pl and update-AL20.pl. It has patterns for each version of Apache License header. There are also some variations in existence. I spent a lot of effort detecting each license type (also detect third-party code that uses the Apache License).,
RAT-7,Agreed. Want to help with the code?,
RAT-7,Is this task a duplicate of RAT-16 or what's the difference here? Thanks.,
RAT-7,I'm not sure what RAT-16 really is but I think RAT-16 is resolved and this one is the oposite of it. Over time we've had several license headers in use at the ASF and RAT doesn't properly recognize the ones that are outdated by now.,
RAT-7,"The scripts mentioned above needed to first detect that it is an AL-type header, then detect other patterns to distinguish between the variants.",
RAT-7,"Here are some modified snippets from those Perl scripts. Improvements: 	Needs to handle double-justified text, hence multiple whitespace. Ignore whitespace. 	Pattern matching needs to be multi-line .	Perhaps need to handle ""[Tt]he Apache"".",
RAT-7,"The FullTextMatchingLicense base class I extracted out of the OASIS license for MIT and GPL may already be usable for that. It matches on multiple lines, ignores whitespace (in fact everything that's not a character or a number) and is mostly case-insensitive.  It doesn't do regexes at all, though, it performs a substring match.  Actually I now realize this isn't true as it uses a regex internally, it would just strip out any special characters from the pattern the way it works right now.  Shouldn't be too difficult to adapt, in particular since we don't need to care about backwards compatibility (the class is new).",
RAT-11,Report correct num of unapproved licences,
RAT-11,The best way to fix this issue is by resolving RAT-14.,
RAT-11,"Oops, I didn't notice this issue when filing RAT-35. Resolving this as a reverse duplicate as the patch in RAT-35 got already applied.",
RAT-12,Correct SCM info,
RAT-12,Committed. Many thanks.,
RAT-29,I'm not seeing this error on Windows + Cygwin. I'm on Maven 2.0.7 rather than 2.0.8 in the original  report,
RAT-29,no NPE but some test failures :-/,
RAT-29,I upgraded to Maven 2.0.9 and the NPE is now gone.,
RAT-33,I'm guessing the source of this is <subscribe>rat-dev-unsubscribe@incubator.apache.org</subscribe> from the pom.xml.,
RAT-33,"Fixed in the pom.xml, will be fixed on the site automatically when we redeploy it.",
RAT-34,I stumbled over this when I refactored the AbstractLicenseAppender code.  The same is true for XML files without an XML decl which would need a slightly different resolution (the XML decl has to be added so we can add the comment). I'd prefer the second option myself in particular since we don't have any documentation anyway.,
RAT-34,fixed with svn revision 1147539,
RAT-35,The attached trivial patch fixes this.,
RAT-35,"Applied, thank you!",
RAT-36,"Proposed patch (against rat/main/trunk, revision 734690).",
RAT-36,Updated patch that modifies also the test cases to match the updated report contents.,
RAT-36,"Applied, thank you!",
RAT-39,Ensure no line-endings issues. Those seem to have mixed line-endings. A RAT committer on UNIX needs to run 'dos2unix' for those files.,
RAT-39,"Ensure that svn:eol-style settings are ""native"" for all text files. Mostly okay. The following are ones with issues. The committers who did 'svn add' for these files need to see. Also the files listed with dos2unix problems above, need to have 'svn propset svn:eol-style native'",
RAT-39,"Some xml files have missing ""XML Declaration"". See attached patch-xml-decl.txt",
RAT-39,I use Ant's fixcrlf task for that in a build file like the attached one. Thanks David,
RAT-39,Ant build file to fix inconsistent line ends,
RAT-41,Patch attached.,
RAT-41,"Applied, thank you!",
RAT-43,"Maybe this has been solved as a side effect of something else, or a configuration problem? Attached is a recent report using ant, no problems with it.",
RAT-43,"I can't reproduce it myself anymore either, it is quite possible there is/was a bug in the svn trunk version of Ant I've been using at that point in time.",
RAT-44,Changed in SVN and deployed to the Incubator web site. Thanks!,
RAT-62,Attaching diff of the 4 files with missing headers.,
RAT-62,"Added license headers to 3 files, preferring to exclude the BUILD.txt file. The tests should now just report on the 5 purposely failed files.",
RAT-63,attached a patch that adds the right URI to the -taskdef ant target. Thanks,
RAT-63,fixed in svn revision 815659. Thanks,
RAT-64,Here's a patch that corrects all the links and makes an attempt at cohesive navigation between all the pieces.,
RAT-64,Why not using preset menus [1] instead of enumerating modules and parents? 1 http://maven.apache.org/plugins/maven-site-plugin/examples/sitedescriptor.html (Including Generated Content),
RAT-64,Applied Felix's patch.,
RAT-70,Add missing section closing,
RAT-70,"Committed r907529 , thanks!",
RAT-71,"Some work has been done to the main RAT site, can you check against this patch and confirm if it is still required / upto date. Thanks",
RAT-71,"Patch still required and up to date. 	Missing page would be at [0] 	Or goto [1] and click on 'Goals'.",
RAT-71,"Committed r907528, thanks!",
RAT-80,"Hi, is the issue still relevant? Did you try the most current trunk? Could you provide more details of the failure (e.g. svn revision)? Thanks",
RAT-80,"No, I think this issue was fixed.",
RAT-81,"I think it depends on the java VM as well, I don't seem to get the MalformedInputException on my Ubuntu box using OpenJDK6. svn revision 1147110 contains an attempt at a testcase but it cannot assert anything since the precondition (there is a MIE) is never true for me. I think I know how to fix the problem using NIO but so far am reluctant as I don't have a good way to regression test it.",
RAT-81,svn revision 1147525 now contains the NIO based code which I think should mark the files as binary for you.  It would be good if you could verify for me whether RAT's trunk behaves as desired now.,
RAT-81,"Let's be optimistic and assume it is fixed, please reopen if the problem pops up again once 0.8 has been released.",
RAT-81,"It does not seem right to me to mark XML files with invalid contents as binary. Binary implies that the file does not need a license, but that is not the case. Such files should still have a valid license (unless excluded), so RAT should report the file as unreadable or similar.",
RAT-81,Also I'm not sure that the test files do have any errors in them,
RAT-82,Code,
RAT-82,Can you provide a justification for why it won't be fixed? I think this SHOULD be fixed.,
RAT-82,"Hi Emily, the justification is inside the email to the dev list I linked in my comment. The short version is that the Apache Software License is used by projects outside the ASF as well and their source codes will not have the first line of the license text you want the matcher to look for.  If we changed the matcher it wouldn't detect the license for all those other projects anymore.",
RAT-82,Thanks Stefan. Failed to spot the link previously.,
RAT-86,should be fixed with svn revision 1080572,
RAT-86,SVN version still isn't working for me.  I had to add the line.,
RAT-86,"Oops, yes, an oversight, sorry. Should finally be fixed with svn revision 1081440",
RAT-87,refactored the test class and made sure tests are trying as hard as possible to remove all temporary files.,
RAT-92,fixed with svn revision 1156143,
RAT-94,should be fixed with svn revision 1156170,
RAT-98,"The current behavior of the Maven plugin is to log the files that are excluded in the build log. It can look like this example, where I have excluded the BUILD.txt file. Did you want for this to be included in the report?",
RAT-98,"Yes, the details need to appear in the report so that it contains all the necessary information. Ideally this should show all files that are actually excluded, not the file names in the <exclude> tags - i.e. don't show missing files, but do show files that match wildcard entries. The console log is transitory, so should not be the only place where such information is reported.",
RAT-98,1,
RAT-98,"It would be helpful to show the active include and exclude configuration on the report as well; this should be after any defaults have been applied. [The defaults may change between releases, so it is helpful to have the active settings documented.] For excludes of directory trees, it probably does not make sense to list individual files (there will generally be too many). It's really only for the more specific excludes where the file names might be useful - the exclude may be too general.",
RAT-100,should be fixed with svn revision 1196463,
RAT-101,"Yes, I saw that when I published the release. Actually I'd prefer a download page like the Commons projects have and it is on my TODO list (I need to do the same for log4net) - I just need to investigate how it is done in Commons.  Do you have any pointers beyond ""read the Commons parent POM""?",
RAT-101,"Commons projects use the commons-build plugin to create download_component.xml which creates the .html as part of mvn site; the download_component.cgi file is manually created and referenced in site.xml. I suspect the plugin may be too Commons-specific to use, but you could just copy an existing download_*.xml file and modify that manually.",
RAT-101,"Download page is now more user friendly and contains direct links to the mirrors and unmirrored links for KEYS, signatures and hashes.",
RAT-101,Thanks. all looks OK now.,
RAT-102,Patch with the corrected typo,
RAT-102,"Applied, thanks for the patch",
RAT-107,Attaching apache-rat-project-RAT-107.patch which fixes the issue. Additional integration test is included.,
RAT-107,Is this ok to exclude?,
RAT-107,Presumably these services files could have the comment at the top as well? Not sure if required. @richardcloudsoft what do you think?,
RAT-107,"I excluded json as it doesn't support comments, I had a quick look at json files in jClouds (just as an example of an Apache TLP) and their json files don't include the apache header",
RAT-107,Code,
RAT-109,Thanks. Patch applied.,
RAT-109,"This patch does not work, at least for my project. It fails because mkdirs does not create the directories, but it does not create the directories because it already exists. It should only throw that exception if the folder does not exist and it fails to create. Patch is pasted below (I tested it for my case at the very least).",
RAT-109,Agreed. John is right. Sorry,
RAT-109,Verified that John is/was right.,
RAT-109,should be fixed with svn revision 1208763,
RAT-109,"There's a small window in the patch code which can potentially cause a failure, see",
RAT-109,applied with svn revision 1208826,
RAT-114,modification to pom files to ignore things in m2e,
RAT-114,Hi John. Apologies for taking a while to look at this one. Committed. Many thanks for the patch.,
RAT-116,"Agreed, Rob",
RAT-116,Documentation updated in r1405598 to better show what is excluded. We should probably open new issues if we want to exclude more files by default.,
RAT-117,Patched pom that makes mvn clean install run through.,
RAT-117,Since there's no component tentacles I filed the bug here (relates to email on mailing list from 2012-06-18) - sorry.,
RAT-117,"Thanks for recording the bug here. I lack project creation karma for JIRA, so I've opened an issue. We can move the bug later.",
RAT-117,Applied. Many thanks for supplying the patch.,
RAT-120,really simplify verify.bsh with a verify.groovy,
RAT-120,Applied (as part of RAT-122). Many thanks for the patch.,
RAT-121,NOTE: patch for RAT-120 include.,
RAT-121,Applied (as part of RAT-122). Many thanks for the patch.,
RAT-122,NOTE it include RAT-120 and RAT-121. Could you guys ask for a git mirroring ? I will be easy for more for providing different patches.,
RAT-122,Thanks for raising https://issues.apache.org/jira/browse/INFRA-5328,
RAT-122,(I'm going to assume that the 'missing-license' is just for your local use),
RAT-122,Applied. Many thanks for the patch.,
RAT-123,Reworked main page,
RAT-124,Fixed in r1405594. http://svn.apache.org/viewvc?view=revision&revision=1405594,
RAT-126,"Hi Bernd, we're pushing towards releasing Apache Rat 0.9 very soon. If you could supply a patch including appropriate tests, we might be able to squeeze a fix in. Otherwise, it will probably need to wait until 0.10 (though I hope we'll be able to release more often in the new future). Robert",
RAT-126,"Hello, I just noticed that according to the Source and Comments the defaultExcludes should already contain .git. And the defaultExcludes are also turned on bye default. At least this is what the -X debug run of Maven tells me. But still it says ""No Excludes"". So I am a bit confused. Maybe it was fixed since 0.8 (there are some changes but no obvious fix). Can anybody confirm that the excludes feature is excluding any default directorries? The default list in plexus DirectoryScanner includes. Any idea?",
RAT-126,Executing a freshly built 0.9-SNAPSHOT from the command line also indicates that there are no excludes.,
RAT-126,"The 'No excludes' message is quite confusing. I've improved this message and added extra debug logging. For me, mvn org.apache.rat:apache-rat-plugin:0.9-SNAPSHOT:check now ignores the .git/ directory, via plexus DirectoryScanner.DEFAULTEXCLUDES. I'm using mvn 3.0.5. So, I think this might be fixed. Please retest once the release candidate is available.",
RAT-126,"The fix looks good, it (suddenly?) also ignores the .git directory. BTW: I wonder if it is better to list only ignored resources instead of the exclude patterns. Especially for the number printed this is much more interesting.",
RAT-126,"Good - the plexus dependency has been updated for this release, which is where the standard. I found printing the excludes useful for debugging, but yes, listing the ignored resources sounds useful. I'll see if it would be easy and safe to add before the release.",
RAT-126,yup 3.0.10 include more default excludes (for git) and more performant for directories scanning. And backward compatible,
RAT-126,"I've committed a patch which prints those resources excluded and those included, for example",
RAT-126,Could this issue be safely marked as fixed in 0.9...? Robert,
RAT-126,I think this is fixed by the upgrade to the plexus dependency. Please reopen if not.,
RAT-128,Here are some useful recent discussion points.,
RAT-128,"Fixed some instances, which is unfortunate. Also ASL is used in various public variables.",
RAT-128,Code,
RAT-135,Fixed in r1545782.,
RAT-137,Also http://creadur.apache.org/rat/apache-rat-plugin/examples/basic.html,
RAT-137,Website not yet rebuilt,
RAT-137,This has been fixed and the site has been deployed.,
RAT-140,Code,
RAT-144,Refactored arrays into lists in rev1614759.,
RAT-145,Code,
RAT-148,Checked in as rev1612959. Thanks for reporting this issue.,
RAT-148,Thank you!,
RAT-151,Fixed in r1545767.,
RAT-152,Fixed in r1545772.,
RAT-153,Fixed in r1545775.,
RAT-154,Fixed in r1545780.,
RAT-155,Fixed in r1545785.,
RAT-156,Fixed in r1545788.,
RAT-158,Having such warnings now too on JDK 8 with rat 0.10.,
RAT-158,"As far as I can tell, this is nothing to do with RAT.",
RAT-158,"It only occurs when I use the rat plugin, which leads me to point to your project. Apache Taglibs seems to agree http://mail-archives.apache.org/mod_mbox/tomcat-dev/201311.mbox/%3C5287C162.6030208@kippdata.de%3E",
RAT-158,"RAT is used extensively elsewhere without issues as far as I know. It does not have a direct dependency on xerces. However, the plugin code does depend on doxia which in turn depends on xerces. The doxia module is part of Maven. Probably worth asking on the Maven user list.",
RAT-158,"Experiancing the same error message ... as soon as I add the plugin to my build, and execute ""apache-rat:check"" I get the exact same error. My Environment is Windows 7 64bit with Java 1.7.0_45 64bit using Maven 3.0.5 (But getting the same error on 3.1.1)",
RAT-158,Confirmed on Windows 7 with Maven 3.0.5 using Java 1.7.0_60 and Java 1.8.0_05. Cannot reproduce using Java 1.6.0_45. All versions are 64-bit.,
RAT-158,"Confirmed on Ubuntu 14.04, mvn 3.2.1, JDK 1.8.0.11 64bit.",
RAT-158,This java bug seems to be related: http://bugs.java.com/bugdatabase/view_bug.do?bug_id=8016153,
RAT-158,Following something,
RAT-158,"Hi Phillipp, I don't think that is the problem described in this issue. The problem is not that the value of the limit property is wrong, but rather that the newer JDKs are setting properties that Xerces don't know about. I had a look in the latest release of Xerces and the problem is still there, so upgrading to that version will not work.",
RAT-158,"I see the same problem with commons VFS site builds (using RAT) with recent Java 7 and 8. I wonder, why is external used/needed here anyway?",
RAT-158,"I was able to get this to work, but I don't know if it works in all situations.",
RAT-158,"Thank you Christopher: you found the cause and immediate workaround! I opened a Jira issue at Doxia to remove this nasty dependency in Doxia: http://jira.codehaus.org/browse/DOXIA-526. It would be nice if next Rat version could implement the workaround, even if Doxia is not yet released with the fix at root cause",
RAT-158,notice the workaround is now part of the future asf parent pom version 17: see MPOM-69,
